a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12
-68.10983666, 1.79602723, 117.50046364, 66.64878082, 116.89628852, -1.59469973, -116.83854757, -112.75071979, -5.12491025, -0.62930349, 2.28357394, 2.8923232
